ID_RMC,Ciclo,Ramo,Nombre del programa,Derecho Social o Bienestar Económico (directo),Descripción del programa,Población Potencial,Población Objetivo,Población Atendida,Cobertura del programa (PA/PPx100),Eficiencia del programa (PA/POx100),Original,Modificado,Ejercido
38-S191,2019,Consejo Nacional de Ciencia y Tecnología,Sistema Nacional de Investigadores,Educación,"El Programa S191 tiene como objetivo reconocer, como resultado de la evaluación, la calidad de la investigación científica y tecnológica que se producen en el país o por mexicanos en el extranjero.
El programa otorga distinciones y estímulos económicos en tres categorías: Candidato a Investigador Nacional, Investigador Nacional (Niveles I, II, III), e Investigador Nacional Emérito. Esto mediante la evaluación de la producción científica y formación de capital humano realizada por aquellos investigadores en México, o mexicanos en el extranjero que someten una solicitud de ingreso, reingreso o permanencia en el Sistema. La entrega del estímulo económico se realiza en forma mensual y el monto depende de la categoría y nivel de la distinción otorgada. ",35105.0,30548.0,30548.0,87.01894317048854,100.0,5086.200003,6037.3309099299995,6037.3309099299995
47-S010,2019,Entidades no Sectorizadas,Fortalecimiento a la Transversalidad de la Perspectiva de Género,No Discriminación,"El Programa de Fortalecimiento a la Transversalidad de la Perspectiva de Género (PFTPG) brinda asesorías y transfiere recursos económicos para el fortalecimiento institucional de los Mecanismos para el Adelanto de las Mujeres (MAM) para que promuevan la incorporación de la perspectiva de género en el marco normativo, instrumentos de planeación, programáticos y acciones gubernamentales para implementar la política nacional en materia de igualdad entre mujeres y hombres en las entidades federativas, municipios y alcaldías de la Ciudad de México. Los MAM son las Instancias de las Mujeres en las Entidades Federativas (IMEF), las Instancias Municipales de las Mujeres (IMM) y las Unidades administrativas u homólogas a las IMM en las alcaldías de la Ciudad de México, los MAM acceden anualmente a los recursos del Programa con carácter de subsidios, si cumplen con los requisitos establecidos en las Reglas de Operación (ROP).",2496.0,2107.0,871.0,34.89583333333333,41.33839582344566,358.185858,330.40084579,330.40084579
47-S178,2019,Entidades no Sectorizadas,Programa de Apoyo a la Educación Indígena,Educación,"El Programa de Apoyo a la Educación Indígena (S-178) tiene como objetivo contribuir a la permanencia, desarrollo y conclusión del grado y nivel académico de las niñas, niños, adolescentes y jóvenes estudiantes, de 5 a 29 años de edad, pertenecientes a los pueblos y comunidades indígenas y afromexicanas, inscritos en escuelas públicas de los niveles básico, medio superior, superior y maestría. El programa brinda servicios de alimentación, hospedaje y actividades complementarias a través de Casas y Comedores de la Niñez Indígena, Casas y Comedores Comunitarios del Estudiante Indígena y Casas y Comedores Universitarios Indígenas; y Becas económicas a estudiantes indígenas y afromexicanos de nivel superior y maestría. La temporalidad depende según el tipo de apoyo: en el caso de las de Casas y Comedores de la Niñez Indígena y Universitarios Indígenas, el INPI, determina la terminación del otorgamiento de subsidios; para las Casas y Comedores Comunitarios del Estudiante Indígena y Becas, la vigencia será por ejercicio fiscal.",803640.0,446891.0,107782.0,13.411726643770844,24.118185418815774,1343.078576,1245.2356790699996,1245.2356790699996
47-S249,2019,Entidades no Sectorizadas,Programa para el Mejoramiento de la Producción y la Productividad Indígena,Bienestar Económico,"El Programa para el Mejoramiento de la Producción y Productividad Indígena (S-249) tiene como objetivo contribuir al fortalecimiento de las economías de los pueblos y comunidades indígenas y afromexicanas, a través de la implementación de proyectos productivos y turísticos; acciones de mitigación y adaptación al cambio climático; generación de valor agregado, acceso al crédito y apoyo a la comercialización; la realización de procesos de planeación, desarrollo de capacidades y asistencia técnica, desde una perspectiva participativa, territorial y de género, para alcanzar su desarrollo integral, intercultural y sostenible. Los  apoyos entregados son económicos. ",3989971.0,211969.0,31234.0,0.7828127071600269,14.735173539527006,806.942011,803.6208549600001,803.6208549600001
50-E001,2019,Instituto Mexicano del Seguro Social,Prevención y control de enfermedades,Salud,"El objetivo del programa es contribuir a proteger de los riesgos y daños a la salud más frecuentes a la población derechohabiente del Instituto Mexicano del Seguro Social (IMSS), mediante el otorgamiento de un paquete de  acciones preventivas por grupo de edad y sexo. El paquete de acciones preventivas incluye actividades de promoción de la salud, de vigilancia del estado de nutrición, de prevención y detección de enfermedades, así como de salud sexual y reproductiva, mismas que son otorgadas de manera anual a partir de los dos años de edad, generalmente en una sola atención, a través del Chequeo PREVENIMSS; las actividades de promoción de la salud incluyen educación para el cuidado de la salud, actividad física, asesorías en salud bucal, mental y reproductiva; prevención de adicciones, accidentes y violencia; cultura de la donación e información sobre enfermedades para cada sexo y grupo de edad. La vigilancia del estado nutricional incluye actividades de seguimiento de la estatura, edad y peso.",69465932.0,49161302.0,27358186.0,39.38360173444445,55.64984019341066,6454.193536,5667.449717999998,5667.449718
50-E003,2019,Instituto Mexicano del Seguro Social,Atención a la Salud en el Trabajo,Salud,"Su objetivo es otorgar los servicios de Salud en el Trabajo que encuentran su origen en la Ley del Seguro Social  y consisten de manera general en: a) prevención y, b) calificación y dictaminación. Para atender a la población asegurada se cuenta con un grupo multidisciplinario compuesto por ingenieros especialistas en seguridad e higiene en el trabajo y de médicos especializados en medicina del trabajo. La parte preventiva es llevada a cabo por el grupo de ingenieros con acciones de prevención de accidentes y enfermedades de trabajo en empresas afiliadas a través de diversas líneas de acción como son cursos, asesorías, estudios y programas preventivos de seguridad e higiene en el trabajo, entre otras. Por su parte, el personal médico se enfoca a la calificación de accidentes y enfermedades de trabajo, dictaminación de incapacidad permanente y defunción por riesgo de trabajo y, el establecimiento del estado de invalidez y beneficiario incapacitado. Los servicios se otorgan en días hábiles durante el ejercicio fiscal.",20087417.0,20087417.0,1522359.0,7.578669771230418,7.578669771230418,1166.350777,1130.1270619999996,1130.127061999999
50-E007,2019,Instituto Mexicano del Seguro Social,Servicios de guardería,Seguridad Social,"El objetivo del programa es brindar servicio de guardería a la mujer trabajadora, al trabajador viudo o divorciado, o a aquél al que se le hubiere confiado la custodia del menor o de sus hijos, desde los 43 días de nacido hasta los 4 años de edad, como se establece en los artículos 201 al 207 de la Ley del Seguro Social.",982059.0,254339.0,207168.0,21.09527024343751,81.45349317249813,12076.925624,11595.833783999999,11594.357263999987
50-E011,2019,Instituto Mexicano del Seguro Social,Atención a la Salud,Salud,"El Pp E011 “Atención a la Salud” contribuye a otorgar atención a la población derechohabiente del Instituto Mexicano del Seguro Social (IMSS) de todos los grupos de edad, mediante acciones de prevención secundaria, que incluye diagnóstico clínico, paraclínico, tratamiento farmacológico, no farmacológico (estilos saludables, nutrición, trabajo social, psicología, etc.) tratamiento quirúrgico, tratamiento de sustitución o de sostén; así como de prevención terciaria dirigida a la rehabilitación física, mental, social y de cuidados paliativos, en las unidades médicas de primero, segundo y tercer nivel de atención para incrementar la esperanza de vida al nacer de los derechohabientes.",70343357.0,59179060.0,51676407.0,73.46309474539294,87.32211528875247,217572.936324,223210.47377400036,223210.47377400045
50-E012,2019,Instituto Mexicano del Seguro Social,Prestaciones sociales,Seguridad Social,"Contribuir a mejorar los niveles de bienestar de las personas con acceso a seguridad social y servicios de salud por afiliación al Instituto Mexicano del Seguro Social, mediante el otorgamiento diario de servicios en centros vacacionales y velatorios, así como de programas y actividades con enfoque de promoción de la salud, cultura física y deporte y desarrollo cultural de acuerdo con las prioridades y necesidades de la población",97837470.0,40497488.0,1921290.0,1.963756830588526,4.744220184718618,1945.796799,1782.8784409999998,1782.8784409999996
51-E018,2019,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Suministro de Claves de Medicamentos,Salud,"El Programa presupuestario (Pp) E-018 Suministro de Claves de Medicamentos tiene como objetivo mejorar las condiciones de salud de la población derechohabiente del ISSSTE, a través del surtimiento oportuno y completo de los medicamentos en las farmacias adscritas a las unidades de primer, segundo y tercer nivel de atención del Instituto.",13473004.0,9118370.0,8447411.0,62.698793825044504,92.64167828241231,15568.658209,16127.751414000017,16127.751414000017
51-E036,2019,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Equidad de Género,No Discriminación,"El Programa presupuestario (Pp) E-036 Equidad de Género tiene como fin promover una cultura institucional basada en la igualdad entre mujeres y hombres, la no discriminación y el acceso de las mujeres a una vida libre de violencia, a través de estrategias y acciones de sensibilización, capacitación y difusión, a través de pláticas, cursos, talleres, campañas, entre otros, en beneficio de las trabajadoras y trabajadores del ISSSTE. Entre los temas abordados destacan construcción social del género, lenguaje incluyente, derechos sexuales y reproductivos, prevención de la violencia contra las mujeres y del hostigamiento y acoso sexual en el ámbito laboral, entre otros.",103961.0,5198.0,5208.0,5.0095708967786,100.19238168526357,29.161862,28.395458,28.395458
51-E042,2019,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Atención a Personas con Discapacidad,Seguridad Social,"El Programa presupuestario (Pp) E-042 Atención a Personas con Discapacidad tiene como objetivo concientizar a la derechohabiencia a transitar hacia una sociedad equitativa e incluyente, para ello impulsa acciones de promoción, prevención y atención de la discapacidad sensorial visual, sensorial auditiva, motriz y psicosocial, en eventos de sensibilización con apoyo de proyecciones en video y material impreso en las Delegaciones Estatales y Regionales; Unidades Médicas de Tercer Nivel; Unidades Administrativas Centrales y Desconcentradas del ISSSTE.",9988396.0,8090.0,8090.0,0.08099398542068216,100.0,27.999667,27.940495,27.940495
51-E043,2019,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prevención y Control de Enfermedades,Salud,"El Programa presupuestario (Pp) E-043 Prevención y Control de Enfermedades tiene como objetivo disminuir la presencia de enfermedades transmisibles y no transmisibles o crónico degenerativas. La población beneficiaria corresponde a los diferentes grupos de edad del área de influencia y responsabilidad institucional (derechohabientes y no derechohabientes). El beneficio se ofrece tanto a través del Programa de Vacunación Universal, el cual es una política pública de salud que se lleva a cabo en todas las Instituciones del Sistema Nacional de Salud para lograr el control, eliminación y erradicación de las Enfermedades Prevenibles por Vacunación; así como a través de la realización de pruebas de detección de enfermedades crónico-degenerativas a la población derechohabiente.",9717506.0,3654850.0,3528410.0,36.30983093810284,96.54048729770032,4943.725847,4265.9012859999975,4265.9012859999975
51-E044,2019,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Atención a la Salud,Salud,"El Programa presupuestario (Pp) E-044 Atención a la Salud tiene como objetivo disminuir la presencia de enfermedades transmisibles no controladas y su mortalidad asociada, a través del otorgamiento de servicios con calidad en las modalidades de atención de urgencias, consulta externa general y consulta externa especializada, así como mediante la atención hospitalaria general y de especialidad oportuna y eficaz, a los trabajadores al servicio del Estado, pensionados y sus familias.",9717506.0,2383931.0,2316748.0,23.840973187976424,97.18183957505482,26226.481637,32175.157006,32175.157006
11-E007,2020,Educación Pública,Servicios de Educación Media Superior,Educación,"El programa Servicios de Educación Media contribuye a fortalecer la calidad, pertinencia y relevancia de la educación media superior y para el trabajo, mediante la prestación de servicios de educación media superior que permita la atención integral a la demanda de los jóvenes del grupo escolar de 15-18 años, en las modalidades de tecnólogo, bachillerato general, tecnológico y profesional técnico. El otorgamiento del servicio se considera anual, en razón de la asignación de recursos financieros, a través del Presupuesto de Egresos de la Federación vigente. Las Instituciones de Educación Media Superior que operan el programa y brindan los servicios de educación media superior son: DGETI, DGETAyCM, DGB, SEMS, UNAM, IPN, CETI, COFAA, CONALEP y COLBACH.",6674504.0,2842921.0,1211583.0,18.15,42.62,44354.83,40811.27,40810.91
11-E010,2020,Educación Pública,Servicios de Educación Superior y Posgrado5,Educación,"EL principal objetivo del programa es brindar servicios educativos en programas de calidad, en los niveles de educación superior y posgrado y la impartición de programas de posgrado reconocidos por el Programa Nacional de Posgrados de Calidad del Consejo Nacional de Ciencia y Tecnología (CONACyT). Su planeación y otorgamiento de los servicios se considera anual, en función de los recursos que recibe a través del Presupuesto de Egresos de la Federación. El programa es operado conjuntamente por las siguientes instituciones: Universidad Pedagógica Nacional, Universidad Autónoma Metropolitana, Universidad Nacional Autónoma de México, Instituto Politécnico Nacional, Universidad Abierta y a Distancia de México, Centro de Enseñanza Técnica Industrial, Centro de Investigación y Estudios Avanzados del IPN, Comisión de Operación y Fomento de Actividades Académicas del IPN, El Colegio de México, A.C., Tecnológico Nacional de México y Universidad Autónoma Agraria Antonio Narro.",2841510.0,777357.0,480142.0,16.9,61.77,54405.99,56032.19,56031.15
11-E013,2020,Educación Pública,Producción y transmisión de materiales educativos,Educación,"El programa contribuye a promover el uso de manera suficiente de las tecnologías de la información, comunicación, conocimiento y aprendizajes digitales para reforzar el aprendizaje en los estudiantes de educación básica, mediante la oferta de contenidos de calidad alineados a los planes y programas educativos y de fácil acceso que ofrece la Coordinación General @prende; el Canal Once del IPN contribuye mediante la producción y transmisión de programas con contenido educativo y de divulgación, informativo y periodístico, recreativo, de entretenimiento, y para niñas y niños. El programa está dirigido a todos los alumnos inscritos en educación básica, incluidas las telsecundarias y telebachillerato del país y a las personas que cuentan con un aparato televisor.  Hasta los inicios del 2020, el Instituto Mexicano de la Radio formaba parte de las unidades operadoras del programa, además de la Dirección General de Televisión Educativa, la Coordinación General @prende y el Canal Once del IPN.",104781265.0,20541648.0,7191537.0,6.86,35.01,821.29,906.52,906.52
11-E017,2020,Educación Pública,Atención al deporte,Educación,"El programa es operado por la Comisión Nacional de Cultura Física y Deporte (CONADE) y la Comisión de Apelación y Arbitraje del Deporte (CAAD). El principal objetivo de la CONADE es otorgar bienes y servicios conforme lo solicitan sus unidades administrativas y proporcionar los servicios a las personas de la Comunidad Deportiva y a los atletas en formación y/o desarrollo hacia el alto rendimiento en las instalaciones en óptimo estado. Mientras que la CAAD tiene como tarea más importante, ofrecer el servicio de resolución de los recursos de apelación y procedimientos de arbitraje, por controversias en materia deportiva, a partir de la solicitud de las personas físicas y morales, miembros del Sistema Nacional de Cultura Física y Deporte (SINADE) e inscritos en el Registro Nacional de Cultura Física y Deporte (RENADE). Los recursos federales del programa son administrados para el gasto corriente, con lo que se otorgan apoyos a diferentes beneficiarios durante el año. ",24000.0,24000.0,2362.0,9.84,9.84,674.59,670.1,670.1
11-E021,2020,Educación Pública,Investigación Científica y Desarrollo Tecnológico,Educación,"Las Unidades Administrativas que operan el programa orientan sus esfuerzos a impulsar la investigación científica y tecnológica, como elemento indispensable para la transformación de México en una sociedad del conocimiento mediante la realización de proyectos de investigación que se vinculan con la generación del conocimiento y los diversos sectores para resolver los problemas nacionales. El programa es operado de manera conjunta por las siguientes unidades administrativas: Subsecretaria de EMS, DGETI, UPN, UAM, UNAM; IPN; CETI, COFAA, CINVESTAV, COLMEX, TECNM y UAAAN. El apoyo que otorga el programa son recursos financieros para la realización de proyectos de investigación científica y desarrollo tecnológico que se llevan a cabo en las diferentes instituciones que operan el programa, por única vez en el año, considerando que los recursos se otorgan mediante el Presupuesto de Egresos de la Federación.",11844.0,11623.0,11625.0,98.15,100.02,15362.43,15617.27,15617.27
11-E039,2020,Educación Pública,Registro Nacional de Profesionistas y sus Asociaciones,Educación,"El programa tiene como objetivo autorizar el ejercicio profesional y grado académico en México de los egresados de los niveles de Educación Media Superior, Superior, así como, de los Colegios y Federaciones de profesionistas para contribuir a fortalecer la calidad y pertinencia de la Educación Media Superior y formación para el trabajo. Los servicios que otorga de acuerdo a la solicitud de los profesionistas y de las instituciones educativas y público usuario durante el año son: 1) el registro de título profesional, 2) la expedición de cédula,  y 3) la autorización y registro, tanto de los colegios, como de las federaciones de profesionistas. El programa es operado por la Dirección General de Profesiones de SEP. Dado que la asignación de recursos federales se realiza mediante el Presupuesto de Egresos de la Federación, se considera que la operación del programa es anual.",,,,,,4.6,6.99,6.99
11-E047,2020,Educación Pública,Programa de mantenimiento e infraestructura física educativa,Educación,"Este programa es operado de manera conjunta por el Instituto Nacional de la Infraestructura Física Educativa INIFED (en liquidación) y el Patronato de Obras e Instalaciones del Instituto Politécnico Nacional (POI del IPN). En 2020 el programa orienta sus esfuerzos a la mejora de la infraestructura física educativa de los planteles de educación básica, media superior y superior en las Entidades Federativas, mediante acciones de normalización y diseño para la ampliación, adecuación, modernización y conservación para su mejor aprovechamiento y funcionalidad. En razón de que la asignación presupuestal, es mediante el Presupuesto de Egresos de la Federación, la planeación que realiza las UR’s es anual y su operación también es anual.",136.0,36.0,38.0,27.94,105.56,235.57,498.81,498.81
11-E064,2020,Educación Pública,Educación para Adultos (INEA),Educación,"En 2020 el programa destina sus recursos a la prestación de servicios educativos para población de 15 años o más, orientados a reducir el rezago educativo. Otorga a esta población servicios educativos gratuitos de calidad en la alfabetización, primaria y secundaria con el apoyo del Modelo Educación para la Vida y el Trabajo para que concluyan su educación básica. Además, da atención a poblaciones específicas de: Primaria para niños y jóvenes de 10 a 14 años que se encuentran en extra edad para cursar la primaria escolarizada; población indígena; jornaleros agrícolas migrantes; población vulnerable (ciegos y débiles visuales), así como jóvenes embarazadas y mexicanos en el exterior y población en retorno. El programa es operado por el Instituto Nacional para la educación de los Adultos(INEA).",28630060.0,755938.0,159817.0,0.56,21.14,2020.91,1796.07,1796.07
11-E066,2020,Educación Pública,Educación Inicial y Básica Comunitaria,Educación,"El programa es operado por el Consejo de Fomento Educativo (CONAFE). En 2020 el programa tiene como principal objetivo brindar los servicios de educación inicial (EI), educación básica comunitaria (EBC) y brindar apoyos de programas compensatorios (PC)  a los niños y jóvenes que viven en localidades de alta y muy alta marginación y/o rezago social. En razón de que la asignación presupuestal es mediante el Presupuesto de Egresos de la Federación, se considera que la operación del programa es anual.",6020156.0,400000.0,315687.0,5.24,78.92,4503.12,3851.71,3799.06
11-S243,2020,Educación Pública,Programa de Becas Elisa Acuña,Educación,"En 2020 el programa tiene como principal objetivo lograr que los/las alumnos/as, egresados/as y/o personal docente, y profesores/as - investigadores/as, investigadores/as y/o personal con funciones de dirección (directores/as) de instituciones de educación básica, media superior y/o superior del Sistema Educativo Nacional permanezcan, egresen, realicen su servicio social, prácticas profesionales, educación dual, alcancen la superación académica, se capaciten y/o realicen investigación, mediante una beca. El programa es operado de manera conjunta por la Dir. Gral. Rel. Intern., Dir. Gral. de Educ. Indígena, la Subsec. de Educ. Media Superior, Univ. Pedagógica Nal., Univ. Autónoma Metropolitana, Univ. Nal. Autónoma de México, Instituto Pol. Nal. Centro de Ens. Téc. Ind., Centro de Inv. y Est. Avanzados, Com. de Op. y Fomento de Activ. Acad. El Colegio de México. Univ. Autónoma Agraria Antonio Narro y funge como área responsable la Coordinación Nal. De Becas para el Bienestar Benito Juárez.",3643276.0,1203336.0,570719.0,15.66,47.43,4164.3,4008.23,4008.23
11-S247,2020,Educación Pública,Programa para el Desarrollo Profesional Docente,Educación,"El Programa para el Desarrollo Profesional Docente contribuye a fortalecer el perfil necesario para el desempeño de las funciones de los profesores de tiempo completo, personal docente y personal con funciones de dirección, supervisión o asesoría técnico pedagógica y cuerpos académicos, mediante el acceso y/o conclusión de programas de formación, actualización académica, capacitación y/o proyectos de investigación. El programa es operado por la Dirección General de Formación Continua de Docentes y Directivos, la Coordinación Sectorial  y Fortalecimiento Académico de la Subsecretaria de Educación Media Superior, la Dirección General de Educación Superior Universitaria e Intercultural, la Dirección General de Universidades Tecnológicas y Politécnicas, el Tecnológico Nacional de México y la Unidad del Sistema para la Carrera de las Maestras y Maestros.
",1264641.0,174329.0,149161.0,11.79,85.56,454.23,409.2,409.2
11-S270,2020,Educación Pública,Programa Nacional de Inglés,Educación,"El Programa Nacional de Inglés tiene como objetivo promover, fortalecer y consolidar la enseñanza del inglés como lengua extranjera en escuelas públicas de nivel preescolar, primarias regulares, secundarias generales y técnicas, a través del establecimiento de condiciones técnicas y pedagógicas en las 32 entidades federativas. El programa es operado por la Dirección General de Desarrollo Curricular, adscrita a la Subsecretaría de Educación Básica. Debido a que la asignación presupuestal se realiza a través del Presupuesto de Egresos de la Federación, la operación del programa se considera anual.",144508.0,33654.0,31603.0,21.87,93.91,726.79,646.62,641.8
11-U006,2020,Educación Pública,Subsidios para organismos descentralizados estatales,Educación,"En 2020 el Programa Subsidios Federales para Organismos Descentralizados Estatales (ODEs) contribuye al sostenimiento y ampliación de la cobertura de los servicios proporcionados por los ODEs de Educación Media Superior (EMS), Superior (ES) y Formación para el Trabajo (FT), las cuales, se integran por Universidades Públicas Estatales (UPES), Universidades Públicas Estatales de Apoyo Solidario (UPEAS), Universidades Interculturales (UI), Universidades Tecnológicas (UT), Universidades Politécnicas (UP), Planteles de Educación Media Superior (PEMS), los Institutos Tecnológicos Descentralizados (ITD) y los Centros de formación para el trabajo. Se rige por los Criterios Generales para la Distribución del  Programa. Los apoyos que entrega son subsidios federales para el sostenimiento del funcionamiento de las ODES a través del gasto corriente (pago de nóminas del personal docente y administrativo) y gasto de operación de las instituciones educativas.",315.0,315.0,315.0,100.0,100.0,90868.15,95377.63,95377.63
11-U080,2020,Educación Pública,Apoyos a centros y organizaciones de educación,Educación,"El programa busca contribuir en la concertación y coordinación con las Autoridades de las Entidades Federativas, el sector social y el sector privado, mediante la asignación de subsidios federales para el desarrollo de programas y proyectos que lleven a construir agendas de trabajo conjuntas para brindar respuesta o aportes para la solución de problemas y necesidades para el bienestar social, el desarrollo local y a establecer la vinculación entre las Instituciones Públicas de Educación Superior, las instancias gubernamentales, organismos y organizaciones de la sociedad civil para mejorar la pertinencia de la oferta educativa, la innovación tecnológica y su aplicación en el área local. Asimismo, es importante señalar que los subsidios tienen el propósito de que las Entidades Federativas estén en condiciones de solventar los gastos de operación y prestación de servicios educativos que les corresponden y que por alguna situación coyuntural no tienen recursos para su atención.",48.0,37.0,31.0,64.58,83.78,3099.95,17734.64,17734.64
12-E010,2020,Salud,Formación y capacitación de recursos humanos para la salud,Salud,"El objetivo del programa es el fortalecimiento de los servicios de salud al contar con personal con capacidades, conocimientos y competencias necesarias para brindar la mejor atención con calidad y seguridad. El Programa desarrolla programas académicos, cursos y eventos de capacitación de forma anual, para la formación de especialistas de posgrado y educación continua para médicos especialistas y otros profesionales de la salud (especialidades, maestrías, doctorados tanto clínicos como no clínicos), así como cursos de actualización (educación continua) para personal de los servicios de salud y capacitación a los servidores públicos de la Secretaría de Salud y sus órganos coordinados.",115922.0,101881.0,93583.0,80.73,91.86,4459.01,4344.87,4344.87
12-E022,2020,Salud,Investigación y desarrollo tecnológico en salud,Salud,"El objetivo del programa es generar conocimiento científico y tecnológico en investigación para la salud de calidad y en diversas áreas del conocimiento de la ciencia médica, fortaleciendo de forma anual los fondos para el desarrollo de proyectos de investigación para la salud, mejorar el entorno laboral de los investigadores y la difusión de resultados relevantes de la investigación para la salud (artículos publicados en revistas de alto impacto nacional e internacional, libros, capítulos de libros, desarrollos tecnológicos, tesis, entre otros), otorgando financiamiento a profesionales de la salud de las unidades que integran la Comisión Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad (CCINSHAE), en apego al Reglamento de Estímulos al Desempeño de los Investigadores de Ciencias Médicas de la Secretaría de Salud y al Reglamento para el Ingreso, la Promoción y Permanencia al Sistema Institucional de Investigadores en Ciencias Médicas de la Secretaría de Salud, que permita estar en mejores condiciones para contribuir a mejorar la salud de la población.",1988.0,1859.0,1133.0,56.99,60.95,2305.84,2347.35,2347.35
12-E023,2020,Salud,Atención a la Salud,Salud,"El objetivo del programa es proporcionar atención hospitalaria y ambulatoria de alta especialidad a la población que la demanda o es referenciada, sin restricciones sociales, laborales, de género o de otro tipo, con énfasis en la población vulnerable sin seguridad social, en las unidades médicas que integran la Comisión Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad (CCINSHAE): Institutos Nacionales de Salud, Hospitales Regionales de Alta Especialidad, Hospitales Federales de Referencia y Servicios de Atención Psiquiátrica en coordinación con la red de servicios, para mejorar las condiciones de salud de la población.",1909354.0,1265699.0,931729.0,48.8,73.61,23294.78,26287.55,26287.55
12-E025,2020,Salud,Prevención y atención contra las adicciones,Salud,"El objetivo del Programa es contribuir a consolidar las acciones de protección, promoción de la salud y prevención de enfermedades mediante acciones integrales para la prevención y control de las adicciones; y los problemas de salud ocasionados por el uso, abuso y dependencia del tabaco, alcohol y otras drogas en la población que por sus características biopsicosociales y de vulnerabilidad social tienen mayor probabilidad de uso, abuso o dependencia, a través de apoyos financieros, capacitación en temas de adicciones, medicamentos, dirigidos a unidades de atención especializadas en adicciones, (Unidades de Especialidades Médicas-Centros de Atención Primaria en Adicciones y Centros de Integración Juvenil, A.C.).",108008032.0,13352493.0,3111024.0,2.88,23.3,1387.0,1322.02,1322.01
12-E036,2020,Salud,Programa de vacunación,Salud,"El objetivo del programa es contribuir al bienestar y equidad en salud mediante la vacunación universal de la población en la línea de vida, así como consolidar las acciones de protección, promoción de la salud y prevención de enfermedades mediante acciones permanentes e intensivas de vacunación, capacitación, supervisión y difusión de campañas de vacunación, a través de establecer los criterios para la planeación, programación, ejecución, monitoreo y evaluación del Programa de Vacunación Universal (PVU) y las acciones integradas en las Semanas Nacionales de Salud (SNS) que deben llevarse a cabo en todas las Instituciones del Sistema Nacional de Salud. Se rige por los lineamientos del PVU y de las SNS, con el objetivo de otorgar protección específica a la población contra enfermedades que sean prevenibles a través de la aplicación de vacunas y garantizar el acceso universal a las vacunas. ",57283534.0,21725672.0,19038710.0,33.24,87.63,2089.34,5131.81,5131.81
12-E040,2020,Salud,Servicios de asistencia social integral,Salud,"El objetivo del programa es contribuir al bienestar social e igualdad mediante el acceso a servicios de asistencia social integral. Anualmente, el programa se enfoca en personas en situación de vulnerabilidad y que requieren servicios especializados para su protección e incorporación a una vida plena y productiva mediante 1) servicios de rehabilitación integral a personas con discapacidad o en riesgo de presentarla; 2) servicios de asistencia social mediante la atención integral a niñas, niños, adolescentes y adultos mayores albergados en los centros de asistencia social, y de esparcimiento en los siete campamentos recreativos distribuidos en Quintana Roo, Veracruz, Guerrero, Guanajuato, Aguascalientes, Nayarit y Sinaloa, así como 3) servicios de asistencia social integral otorgados en el Centro Nacional Modelo de Atención, Integración y Capacitación para el Desarrollo Comunitario Tlazocihualpilli para personas que viven en la Zona Metropolitana del Valle de México, que presentan problemáticas de exclusión y vulnerabilidad por la carencia de empleo. ",59949892.0,1936433.0,442012.0,0.74,22.83,1013.08,1431.95,1431.95
12-E041,2020,Salud,"Protección y restitución de los derechos de las niñas, niños y adolescentes",No Discriminación,"El Programa tiene como objetivo contribuir al bienestar social e igualdad brindando la atención, protección y restitución de los derechos de niñas, niños y adolescentes a través de la realización anual de acciones que permitan atender, proteger y restituir los derechos de las niñas, niños y adolescentes como lo son: la emisión y seguimiento de las medidas de protección integral; representaciones jurídicas; asesorías jurídicas; atención a reportes de maltrato infantil; regularizaciones jurídicas a niñas, niños y adolescentes albergados en centros de asistencia social dependientes del Sistema Nacional del Desarrollo Integral para la Familia (SNDIF); establecimiento de mecanismos para la autorización, registro, certificación y supervisión de centros de asistencia social; procesos de adopción; y formación de los sectores público, social y privado, en materia de promoción y prevención de derechos de niñas, niños y adolescentes; a través de la Procuraduría Federal de Protección de Niñas, Niños y adolescentes y su ámbito de competencia en cumplimiento a la Ley General de los Derechos de Niñas, Niños y Adolescentes.",39200000.0,1800.0,4433.0,0.01,246.28,87.27,87.61,87.61
12-S039,2020,Salud,Programa de Atención a Personas con Discapacidad,No Discriminación,"El objetivo del programa es contribuir al bienestar social e igualdad mediante el acceso a medios que permitan la inclusión social de las personas con discapacidad (PCD), otorgando anualmente recursos económicos (subsidios federales), a los sistemas estatales (SEDIF), a los sistemas municipales (SMDIF) a través de los SEDIF para fomentar la ejecución de obras y/o acciones enfocadas a beneficiar a las personas con discapacidad, con la instrumentación de proyectos. Estos se circunscriben en tres vertientes: 1) Acciones en salud (ayudas funcionales y equipo, atención especializada, promoción de la salud y prevención de la discapacidad), 2) Acciones de infraestructura y equipamiento (remodelación, construcción, operación y equipamiento), y 3) Acciones de desarrollo para la inclusión laboral, educativa y social de las personas con discapacidad (inclusión laboral, desarrollo educativo, cultural, recreación, deporte y arte, desarrollo social integral).",4527784.0,2274419.0,24567.0,0.54,1.08,25.0,24.27,24.27
